comment_id|post_id|comment_creator
27421|7866|706
79957|7480|113
6762|6866|706
45716|8742|974
55662|5345|645
33217|3667|706
7015|7190|962
69364|3160|217
60491|8213|705
18537|5289|424
84871|9077|705
8856|2125|962
57970|7702|619
43511|5602|799
34083|9185|169
66300|2060|987
96667|6503|706
66032|4295|169
50875|6434|138
68412|7148|921
77636|1278|706
10844|7964|424
67814|4283|987
11326|7507|377
40039|9166|565
77621|9285|217
74289|6636|921
64673|4221|619
15548|2612|967
8313|7267|377
84949|5105|619
94793|8304|424
86960|4740|610
97286|8100|619
61677|7036|992
51181|4020|645
93323|6169|645
36954|1417|610
38042|6045|950
96919|3067|138
60469|1858|377
24976|8102|992
32343|7321|214
53981|5613|974
40011|6983|169
90192|5715|217
8868|2081|962
6207|3812|458
39183|3067|113
71573|2799|992
50125|9214|992
66496|4573|217
96153|5529|217
92980|1334|454
43948|8271|424
50029|3279|706
61160|3910|967
90719|8995|706
29902|3812|242
33726|6031|705
87140|3012|983
85938|1534|992
41431|2289|169
49905|2849|935
97391|5264|992
60421|6827|706
79180|3277|217
69899|9811|645
24154|5320|786
81232|1029|610
68373|3670|881
78663|5619|983
20094|6460|377
93351|4020|242
90742|3490|974
75515|6910|881
31186|1144|138
60133|4294|786
83287|6208|706
64519|4496|242
57244|7095|967
60259|4143|974
79353|8897|113
72705|7133|992
87799|9118|983
63315|3396|967
18853|2905|645
92487|9313|242
6562|2520|987
56205|5345|424
27911|2620|424
67403|8526|983
61821|3321|935
49443|9982|786
55528|7095|974
24700|9765|799
88787|3079|974
76589|2037|705
66948|1892|786
47506|2093|983
74417|6506|786
41820|9606|974
27994|4152|610
76437|8698|610
56317|1372|706
80017|8881|217
93156|4341|120
69745|4035|950
96171|7011|120
98559|4320|610
62652|1022|962
52925|3396|950
52091|7578|242
90566|4152|881
94196|4341|962
74213|9876|987
67370|2406|992
37115|4981|169
57639|5715|950
56198|7507|377
43202|1276|565
95128|5483|992
71571|5850|565
62138|6750|962
87540|6494|217
94226|4385|377
15725|2313|377
82645|5203|962
18339|5133|921
10603|5630|992
7542|7538|974
95174|7806|454
37330|6494|138
47013|6827|138
88860|3537|169
17832|5850|138
9990|2843|217
12295|2313|610
42937|8233|458
52540|2533|992
59083|7116|950
78609|7674|242
15939|9980|169
86304|3018|565
75164|2491|881
17349|2612|214
26339|3411|214
61986|7893|217
93079|3061|645
12407|4424|214
30561|4187|967
6053|3711|962
5494|3013|962
33581|1819|242
84187|3308|799
20438|9686|987
28680|1264|645
15018|5478|974
8098|2803|214
19505|8102|967
49066|3631|786
78472|9313|138
82966|5664|138
16547|2468|120
25086|6474|921
68877|4661|983
20197|3711|921
51035|4294|217
26498|2322|705
54861|1396|610
25003|4422|565
41428|5698|983
99633|7109|645
7381|7847|786
13897|8376|565
5408|1370|377
20313|8393|169
64316|2406|706
42775|7202|565
27930|4328|138
18616|2147|113
23409|3363|962
47395|5485|619
53776|4783|950
91026|2773|786
20786|7561|799
40100|5214|706
23775|4221|974
2540|3321|169
59518|6857|921
41499|8312|962
63908|4468|935
11303|1372|588
88432|5264|950
59834|9539|214
76815|4148|935
47324|9543|950
94451|9606|565
21343|1128|881
79861|7143|706
21360|6539|786
9620|5337|983
19924|2289|242
32708|3625|113
60870|4061|377
84466|5485|786
68487|9408|992
87290|1188|983
39356|4100|424
23293|7798|645
47382|9624|138
1323|1668|458
60951|7798|881
46465|7480|786
90813|2121|881
12977|7741|962
80464|1306|786
92107|2522|458
99740|6512|565
76057|9575|786
23439|4322|645
48114|6512|377
33418|7843|974
78883|9141|377
69697|7419|214
81674|2558|786
86490|1861|705
3949|3079|454
3690|1463|921
39629|1370|610
83422|4230|881
69043|3969|217
39766|5543|619
81260|3261|377
50957|4061|377
56983|1278|217
67826|9360|962
95127|5772|935
23169|8950|454
61798|8213|610
45221|7390|706
38616|3151|610
77382|6017|935
29035|7735|565
93608|7674|242
10895|1264|983
10968|7116|138
41173|2153|454
72254|3969|983
33481|7513|377
27044|9876|992
89012|1433|950
90747|6866|987
44134|2047|706
37742|5564|705
47638|3482|619
6899|6169|967
4755|2612|214
24780|8576|962
6603|4789|454
57000|5863|705
46012|8233|962
36759|1203|424
79894|1704|377
17636|9575|565
88626|7941|992
94937|4444|377
42421|7143|705
10863|6403|565
11786|6916|619
42458|2287|921
34410|4923|962
1569|9408|214
15374|7916|120
32010|8816|120
44989|7082|987
39926|8826|881
34705|2691|881
1457|4496|706
86017|8393|242
68497|8506|786
44128|1819|881
94470|5698|610
9280|6906|786
3533|8100|377
80400|9834|217
96485|4575|645
37140|6506|619
23325|2803|799
33694|6581|992
2191|8031|214
45320|1858|987
64142|6169|217
72422|2276|799
99308|7516|454
79708|4496|242
1545|3667|242
56087|6357|983
86735|8826|983
54062|6651|588
44530|4126|786
49051|3537|881
24654|5948|424
21428|1109|242
45088|6651|967
24797|4415|786
49694|7267|377
5782|6474|935
16869|5685|786
31417|2406|565
99299|9719|950
48350|2239|992
36292|3012|120
63164|2971|645
10721|4155|610
57260|7916|786
6955|7355|169
36089|6144|214
51958|6031|377
82375|8497|799
67371|3282|786
54377|8261|138
73161|9829|706
61536|4382|987
93999|4574|138
51260|5715|217
81567|5345|935
42008|5560|138
30136|6704|619
31037|2888|921
90367|3160|242
20934|3521|799
93095|1065|424
54631|9586|935
48630|3013|950
24242|5478|992
30161|5438|242
38795|6636|921
67931|8644|610
23320|5114|962
13688|6396|588
57974|4143|881
95428|9719|217
74582|1518|950
78433|6539|992
98123|7278|786
14151|6271|935
51946|8466|799
44229|2287|120
66549|1691|565
4589|9179|120
61563|6792|962
36984|8336|138
66036|8897|987
68071|3079|992
18700|7893|967
97490|5008|610
48450|1433|705
12250|5214|983
38878|7893|217
83758|7879|424
82634|7700|454
33977|1518|588
62736|4212|120
32472|8881|169
17710|5483|120
55249|8764|610
68558|7700|799
5160|6636|214
43038|5017|120
26796|2190|619
9430|4661|138
42407|8816|120
17801|3013|706
22718|8376|992
45335|4550|138
65443|9402|935
58353|4666|992
62513|9468|645
5551|5053|217
55699|9327|454
88481|7405|214
30889|4550|169
83736|6618|138
44704|5772|242
46733|7843|962
28364|2587|962
32724|7940|217
45738|4783|113
70834|6866|138
68945|9397|799
87366|4230|705
3456|8663|610
37826|8305|799
61860|9834|424
71155|8633|169
58695|7261|706
53946|1666|458
48863|8970|377
91408|5053|786
28161|5015|424
77555|4320|962
48144|7772|786
17291|5918|454
76447|6866|983
73681|9876|992
53329|6948|214
79834|6983|565
36901|4328|242
85043|5109|242
30811|7084|217
52256|9604|217
38859|2239|881
20510|5702|962
5297|6076|967
36924|2276|935
62125|7559|799
82319|2153|799
5880|9606|454
99896|2866|987
38203|1066|962
86746|9329|799
83594|2391|377
6852|6687|458
16698|1291|619
99344|6588|424
27947|6512|799
58200|4340|786
19107|1862|967
33179|3067|138
17175|2417|799
72904|3667|120
28626|6499|645
30485|6539|992
20123|2522|377
48637|7457|619
39410|7934|610
95069|6685|454
46150|5368|962
27556|5483|987
24328|1918|610
15983|7920|921
72345|8072|565
27182|3509|588
66911|7964|120
48744|9881|799
86137|9313|377
86760|2239|992
74184|4895|120
22865|8000|214
25358|7480|921
22055|7333|214
72589|5133|987
43412|5289|706
22042|7419|935
97120|1128|138
77550|8881|962
31737|7809|950
64914|4901|120
45554|8331|962
94264|8995|169
16319|8233|950
13260|7029|992
55506|1116|619
41399|4540|138
33701|8271|113
3129|5685|113
19186|1814|588
33779|9425|705
94589|7705|588
93247|1072|786
7880|7001|645
38999|9624|967
67114|4283|967
34784|7190|217
14107|9206|705
90218|1022|705
76231|9327|645
2286|1794|619
57617|7989|962
52058|7143|992
75053|5911|706
97314|4341|987
88780|2520|983
43035|7463|921
55131|7080|242
93709|4666|786
75824|8072|619
16071|6151|377
49906|9980|217
76989|1362|242
60656|2744|645
42578|4341|120
71102|3308|962
19018|8483|967
1250|9504|138
93959|6486|214
94135|5272|217
10206|7702|565
59113|9166|619
36962|6866|799
77702|6362|169
86451|5214|881
96299|8356|935
60489|3571|169
49582|4424|588
55043|3625|242
62319|6506|424
4676|1072|935
80875|9605|454
43619|1144|424
88877|6784|565
99680|2093|565
21331|4673|454
80820|6644|619
14956|6031|242
61228|7538|786
90448|6017|120
23618|5264|217
41872|6487|458
21439|7084|120
77709|5235|424
27770|7313|113
48355|3079|881
61229|2587|217
66642|8526|950
82906|3160|120
29508|5630|992
89303|1370|610
72107|4491|645
18003|7964|217
20064|6463|169
71186|4789|217
19541|1072|962
92585|9313|935
34399|7095|610
2967|1838|992
10688|7731|645
16676|1925|377
70051|5586|705
53492|2888|588
79780|9092|967
73949|1463|169
56328|9686|113
82387|9468|217
41138|3269|786
67458|1773|881
77146|5689|610
18174|8312|967
30414|9588|881
59656|6015|619
33315|2417|935
77160|7989|113
40546|4496|881
8055|6983|992
94033|2293|120
34683|8212|962
6216|6232|992
96937|8100|935
6303|4422|962
92042|6487|217
80710|6581|992
57870|1678|974
97417|7662|458
29824|9605|377
23858|5232|610
81893|4320|377
87109|5560|424
84046|2848|786
14702|3264|645
31096|2558|983
89874|7735|169
81394|1603|120
4163|8000|786
57339|5586|705
5549|6986|565
86442|2276|377
97904|9085|169
7302|2125|881
21004|2730|454
51101|3667|983
65327|6360|377
60939|2406|987
61445|7508|610
5680|2488|786
12032|9606|113
64203|1188|242
75560|4496|377
86252|2081|921
81440|9935|565
10048|6546|935
87148|2620|424
77554|7082|962
63363|7321|705
77342|6906|786
12139|6618|454
75342|4540|950
50902|4382|565
37154|6474|786
42946|3089|458
51994|9876|454
39142|6906|786
16696|3666|962
4412|2617|987
80754|5263|217
17360|7084|935
96124|9214|619
33902|2747|706
39606|7700|565
80534|6924|786
95046|1761|138
88669|1874|786
40157|3329|645
8658|5630|610
56483|7803|619
53986|1109|169
25368|7702|424
54327|9793|962
24466|1874|169
49633|5209|113
13794|3542|610
80638|1109|217
45147|8100|786
77157|2322|610
57992|5320|786
11978|4961|169
36347|6983|169
15026|2070|217
38492|4673|881
63821|4826|377
55790|4107|214
60780|5077|974
30279|4422|881
7436|1773|705
64428|7321|214
99759|4981|881
60458|4415|113
74484|1774|424
37329|5345|454
73158|7457|610
22782|5263|217
96661|9118|921
95500|2971|454
2936|7803|113
5958|3363|962
31187|1466|645
3199|3363|424
49072|8031|881
86196|5863|120
12494|4032|242
92582|5041|610
58802|5232|987
78654|3003|217
80591|8152|214
95660|7674|113
11488|8592|950
61422|4148|987
35544|1334|967
45996|5209|113
29606|7700|565
59350|6314|454
61403|9876|935
95055|3160|962
51021|5077|120
92911|8363|113
14439|1029|619
94336|2047|619
38726|2060|950
16091|7419|786
8690|1566|935
78388|7538|565
77390|1603|113
15240|3521|113
99797|3288|619
90341|8776|610
90829|4720|799
81152|6031|120
63510|7561|705
15350|6506|974
23040|3392|935
25780|3812|921
3171|3762|217
41763|4404|242
41561|9329|974
56254|9129|120
47083|1794|214
52587|7734|645
40450|3631|967
75129|4446|214
83929|2744|935
4055|7989|881
63887|6486|242
2718|3277|967
10737|9604|645
8835|5529|705
88805|5442|113
78685|1466|950
72707|7520|120
47836|9539|921
56118|9539|242
59173|1666|458
47412|7313|113
49130|2060|967
83219|9092|217
91055|6948|881
5212|8169|565
82897|8046|424
98130|6463|120
46529|2620|935
39418|2121|881
61377|1862|610
52944|5715|645
94370|8764|113
29026|6494|120
83072|1780|619
64779|7390|138
22259|4812|120
39809|2891|217
2981|4341|113
82737|7321|214
3020|9806|881
80611|1029|974
64815|6986|935
68643|5397|962
94780|4422|169
29107|8378|645
1591|3910|983
93193|7561|786
54267|4385|120
79354|5397|377
25572|5613|169
74446|4382|138
98742|3571|799
47589|6151|619
76263|5586|705
52467|4320|610
4765|6512|645
39406|5368|214
27325|6784|217
6679|3079|987
31251|4446|588
5697|4924|983
28791|3631|983
59386|3411|565
85200|6434|967
64473|4294|169
44338|7554|242
17396|1794|786
68073|4496|706
98104|9166|950
53707|2730|974
58405|7254|962
11548|2081|113
11281|1534|935
86276|2583|113
39091|6906|786
28755|5345|424
45151|7133|565
37577|8496|454
35681|5589|138
88389|7082|881
71146|6843|992
58023|8585|786
68414|7082|992
63938|5543|217
69069|5560|217
50177|3396|610
51055|7601|962
22766|8742|120
86958|5028|962
23249|5442|242
35146|7893|645
38916|9765|214
86077|5602|950
50016|8156|565
43437|6043|458
17966|8506|983
68021|9313|935
43669|6752|950
64751|7708|242
66605|5115|935
98830|5863|120
14429|2773|705
96443|8152|967
43461|8826|987
37901|4320|377
32870|5560|424
52662|7931|935
95332|7029|138
84435|9604|242
75392|8233|242
74222|8816|619
13004|3971|242
9447|8881|214
51908|5602|169
14162|4424|217
46032|5712|138
42902|8156|217
37326|6017|645
20298|7520|610
21498|6910|950
17398|4773|935
63576|9408|454
59878|7866|588
32108|3762|113
46764|4981|799
56415|6512|217
11114|9206|983
71210|5278|645
47168|6144|565
7471|5543|987
44440|4260|983
10304|9355|799
19151|5483|799
21852|3423|138
92941|6843|565
2092|8102|786
30946|7772|610
2016|3279|881
48184|8156|950
54655|6512|799
23447|8742|120
57103|2691|120
99607|4783|786
45811|2971|881
38752|8331|454
64196|4336|214
94143|4550|799
51662|7133|645
28803|5028|377
72296|3969|217
20096|1687|962
76199|9793|799
1158|7405|786
70322|8072|799
9074|2147|786
72271|8496|120
90766|7116|217
66780|2193|992
19935|4385|705
46340|7702|610
94386|1918|974
15216|1224|458
42185|3812|962
34851|4826|565
96340|8613|610
68753|6486|645
47254|5438|120
74672|9543|217
56072|8644|588
96221|2581|786
52620|2014|935
45310|3392|565
97509|3699|992
97075|1805|377
62720|3269|786
31474|6486|987
3080|5186|786
9932|7457|214
20982|5289|454
66663|5278|138
28457|9749|424
51234|5219|619
93616|8102|120
41996|4687|565
37305|6506|786
76990|3670|706
81195|8826|987
62520|8515|113
77523|3160|138
68538|7966|169
21348|6704|786
71582|9118|113
56437|4416|705
7375|2004|454
36990|6043|588
32146|2803|786
68472|5345|974
39082|3762|138
29675|6687|992
96639|8553|786
42454|9982|610
6761|1149|217
45441|9719|565
25875|6566|138
58486|4048|706
50398|8376|786
76745|7036|881
89929|8304|565
47125|9679|992
49435|1858|935
27230|7879|138
54190|5863|705
1913|9077|967
13310|6076|217
79083|2058|458
37536|4155|983
26826|7077|983
28149|4687|950
28377|8127|454
53738|6792|705
48417|7405|377
57116|1291|169
51415|9374|138
86753|9806|588
94856|7772|217
12715|3321|705
69476|4061|113
35611|1264|565
48202|3264|610
61277|4155|610
71475|9765|217
45601|3061|987
56542|6785|454
67647|3061|645
62503|2644|974
74218|4322|799
43694|8336|120
78305|9719|217
50860|4468|619
12137|5543|987
35736|2803|588
65215|9357|242
46109|6704|424
13757|1116|214
85520|2276|881
12990|4700|706
31788|9313|992
45712|3578|881
7491|7803|786
93216|7507|935
53304|2866|619
42871|8995|950
87981|6208|987
26090|7674|974
25702|4382|881
98533|3264|962
40411|7798|610
83946|4143|962
53989|9749|992
83873|5200|138
96370|8764|962
85785|8553|950
40537|2691|921
56288|6488|799
32334|8305|921
55220|3666|962
19983|5333|799
3929|1276|786
81270|3926|588
65143|8031|881
85866|5863|454
96003|9261|565
36540|6784|565
85425|2971|983
60721|5750|705
49567|5083|138
92969|7080|705
13289|2125|786
63721|2216|113
15130|8046|645
91876|9593|138
14480|3411|950
17625|7725|169
27403|4382|786
68515|6015|610
64847|8331|113
5514|3013|424
23758|4988|619
47624|7508|113
36633|3739|588
35861|5929|786
87849|8213|454
72822|6015|799
22615|9129|967
91566|5219|169
92541|6059|214
11838|2602|786
42424|1022|377
61083|1761|588
93872|2522|565
68242|4415|242
56091|3490|424
84918|4107|992
41148|6454|645
89245|7419|113
3189|1668|458
20647|7001|454
85215|9185|120
18076|1704|610
36301|7217|610
86969|5272|645
21556|2289|786
52317|3392|424
23235|2581|377
10072|2193|935
88450|6017|214
4018|9425|610
60011|8742|619
2440|9543|169
62093|8860|113
89988|1022|588
73974|2047|706
91583|3571|565
17777|7964|706
51201|1805|645
64003|8585|217
67022|2843|705
51385|5757|454
77177|7941|217
39270|4187|967
29258|9402|974
27585|8745|962
19168|5219|799
92861|5015|424
15557|6089|921
86446|8515|786
76878|1372|214
22366|5698|799
53318|5114|454
36724|4320|242
4507|1264|992
85531|7794|120
22304|6076|645
7665|2491|619
87207|6644|588
42078|4704|610
29760|8127|645
21354|2741|950
84121|7966|786
20845|6687|610
48704|6581|242
34235|6378|565
55540|9219|454
86557|5337|705
98116|3910|169
40195|9686|113
93307|2058|950
39013|8127|799
13077|7148|214
33446|3308|881
27824|9105|962
96471|2583|935
34578|6643|120
76579|1149|962
79279|4165|214
47094|8213|881
23088|7036|950
41703|1022|565
88763|8515|113
76975|4923|645
7614|4496|242
14450|3739|881
72380|3234|881
48959|4100|935
28238|3341|458
98684|2293|588
21773|5235|217
86828|9166|962
75591|4328|962
76918|8304|377
83532|8663|967
65799|2058|217
12615|4035|706
88803|7934|113
49336|5757|921
30533|8633|169
61220|2391|242
48048|8698|987
47991|8100|377
24909|8877|619
8442|9077|619
97593|2455|706
23442|1566|565
6366|9085|214
22777|4893|983
37872|9077|962
98092|2881|454
46140|3969|217
93131|3787|962
42392|6636|214
20272|2070|881
44957|8393|242
85504|5948|645
16222|8826|565
37999|4740|967
74871|8031|120
97315|3003|983
43455|5263|962
60938|1892|242
27683|9374|983
1869|5186|588
72649|6314|935
91222|4812|217
46393|6089|242
61145|7794|967
90364|1534|983
33734|2014|588
81717|4629|565
16850|4281|120
43533|2060|138
44403|9829|214
41404|7419|138
56978|3561|881
3371|7202|881
87868|2644|706
3584|2239|377
36319|9543|881
42388|2239|242
13207|4924|705
4494|3571|950
80837|5008|983
84660|7077|120
75058|8262|169
96613|9765|950
20246|7143|214
3046|5235|987
19153|1940|705
81444|3578|881
54567|5630|610
15009|5589|454
28619|5320|565
31223|1066|424
2606|1858|645
55758|4100|120
96541|6463|588
67818|6232|645
83728|8262|454
83673|4328|565
23565|4230|921
18253|7029|962
35624|9614|138
56347|4063|799
82305|6687|120
38063|2849|706
58957|1780|169
26775|6494|786
45465|3396|799
50041|5442|610
33537|9408|214
55394|1699|169
80518|9166|962
61218|2081|242
43523|5924|138
5939|9357|242
63896|9705|217
15023|3321|454
48878|3396|706
90759|2421|992
31853|7931|565
38905|5664|935
5933|2190|619
16394|2747|974
86586|1940|983
47979|1396|454
94882|6403|705
3074|5114|610
24975|8271|214
33972|2843|645
8914|6809|967
98210|5337|967
76435|3321|705
70053|3509|242
43896|7321|881
74812|3699|377
34894|4155|454
51816|3269|974
3361|3699|983
44666|3926|217
42177|4415|987
2944|8633|169
67645|4385|610
35216|5232|610
68381|4783|706
77590|4673|565
51091|5114|935
2907|6546|706
5268|5114|935
73287|5397|786
15464|6360|458
81931|8212|786
54087|4540|950
13655|9219|120
6388|3114|983
82978|7513|705
34069|9124|610
60328|8506|705
64597|8970|619
37884|3739|705
76700|5337|786
76524|7705|113
51218|6059|921
81419|6792|377
2096|4773|454
50260|4416|705
61806|5529|645
71110|7578|424
39114|9374|610
32792|4032|565
52381|7419|610
96330|6243|217
64876|5918|454
76604|6459|921
93402|1116|588
27619|8515|881
64236|9575|217
3644|9174|983
71073|2620|799
70722|7578|217
98451|8970|377
97921|7143|454
51064|6983|424
59671|7029|588
37399|5698|217
13987|4923|967
71414|8745|138
69101|4294|610
90730|2626|217
1896|9980|987
61837|3160|974
63589|3631|169
39005|6054|610
97677|6752|786
59428|6494|705
72415|1272|113
43829|9876|706
37282|6503|935
28012|4475|950
28909|2417|706
89746|7084|424
87701|7931|992
91062|3134|786
69036|7217|377
95603|5564|120
23486|4424|645
25726|7741|458
89465|3177|588
23660|4230|974
71381|3061|786
36843|8271|962
96995|2744|705
4763|3160|974
70358|7419|992
87187|4670|454
92946|7559|962
18672|4923|242
8138|9129|962
55150|9261|706
50883|4340|992
12078|3971|799
31085|9219|454
37189|4341|424
7548|6466|138
93735|9614|242
56555|4661|967
88590|6362|610
59497|7700|138
13650|5114|967
90918|6866|138
28331|2691|619
71010|9457|242
8200|1603|424
39100|7934|214
32835|5017|565
13742|2801|935
2332|7702|881
60829|3966|610
97831|6604|214
88749|9793|619
17081|5008|983
64022|4404|987
51115|6434|138
98193|4740|454
75768|2500|565
18213|6460|377
33602|1699|169
82056|7989|881
35971|5485|962
9445|3286|214
37595|2583|974
34889|9811|962
5205|3264|217
32886|6752|786
3485|4573|786
45664|9505|935
8380|4283|786
55264|2153|377
34142|9705|881
20637|4032|950
16902|8466|214
14991|8745|881
43548|8496|881
99786|5289|983
3271|3704|983
72287|6460|377
79667|9402|424
34932|5529|881
92426|3239|799
13063|5289|217
53317|8000|786
62543|6824|987
8811|6752|169
65389|5083|565
41035|5475|786
37675|2522|242
17342|7674|962
51274|7419|786
68053|6784|950
80116|2905|987
57786|5948|706
20329|6276|799
28140|6644|588
92530|6017|935
40178|4155|921
15619|6618|565
21742|8745|705
47659|8992|881
75057|1066|424
54859|6704|881
42088|2612|935
13945|6360|786
56186|7217|610
67530|8458|458
4562|6259|377
5198|2644|786
26790|3277|967
69666|4328|242
58597|3061|935
2710|8526|786
28285|6983|935
92411|6403|992
42812|4048|974
51039|9870|619
78953|3711|113
83151|7094|967
34293|8305|214
3959|6687|983
85909|1861|950
87619|4126|610
40256|1518|706
32667|7217|610
98832|2468|962
39652|2500|974
15145|3667|377
76070|7254|921
87506|1463|565
29876|2644|786
32879|7083|454
93672|7217|242
17474|2239|974
94192|9397|169
55977|7029|610
82247|9935|987
26287|7554|242
54398|7254|217
56884|6539|588
95140|7702|169
53026|3089|214
66105|4219|967
75700|4923|242
34484|3490|610
99614|3704|138
48481|1499|565
58038|5203|588
36788|3561|138
18024|2620|987
29057|2533|967
55797|5235|786
35567|9679|169
74811|2644|799
33647|8393|588
57613|2276|799
6094|7782|217
87484|2888|962
58453|7095|214
19941|6878|619
99921|9357|619
33927|3239|424
33038|3484|992
32202|3282|619
64849|6362|610
46815|1794|214
51909|8585|610
63746|3079|565
87018|5109|113
28315|6512|214
22021|7941|983
70524|8776|377
54595|1862|120
69640|7806|619
12668|3542|706
74531|3282|935
36867|1278|138
78253|7908|992
80027|1372|217
35746|8860|619
95264|2626|377
65789|8156|169
96760|4221|987
32942|3239|974
81678|2516|962
52876|5560|962
99336|5114|454
92213|7307|974
32119|6151|610
41069|4661|962
56856|4341|169
3227|6043|610
8465|9374|217
17646|6232|992
5411|3631|987
33650|2193|987
93511|5232|983
10994|3667|377
62224|2173|169
69156|9261|565
50364|6994|983
76943|6314|935
9760|2070|786
50759|9606|705
